,_geopoint,adresse_ban,numero_dpe,etiquette_dpe,etiquette_ges,conso_5_usages_par_m2_ef,emission_ges_5_usages_par_m2,categorie_enr,date_visite_diagnostiqueur
1259,"48.833425008870904,2.363607939361549",Rue Jeanne dâ€™Arc 75013 Paris,2175N0878310K,A,A,50.0,0.1,,2021-10-19
1260,"48.87021303208189,2.4042760664362475",30 Rue du Groupe Manouchian 75020 Paris,2275N3219416Z,C,C,76.4,16.5,,2022-09-21
1261,"48.83834795814197,2.371533980234012",Rue Fulton 75013 Paris,2375N0343704S,C,C,34.0,11.0,chauffe-eau thermodynamique,2022-09-07
1262,"48.87550495652317,2.412459992853479",21 Rue des Frères Flavien 75020 Paris,2275N3239732J,B,A,67.3,2.1,Il existe plusieurs descriptifs ENR,2022-10-25
1263,"48.84272899031486,2.2603320478138773",69 Boulevard Exelmans 75016 Paris,2275N2488244Z,C,C,66.9,14.1,pompe à chaleur,2022-10-12
1264,"48.89502602383224,2.371699011130133",182 Rue d'Aubervilliers 75019 Paris,2275N1347449G,C,C,89.6,19.6,,2022-06-08
1265,"48.864088966591844,2.349580010173014",17 Rue de Turbigo 75002 Paris,2275N1584794X,B,A,41.0,3.0,,2022-06-13
1266,"48.89678301934797,2.372899933316069",16 Voie Eu/19 75019 Paris,2275N1129279C,A,A,28.9,2.1,Il existe plusieurs descriptifs ENR,2022-05-22
1267,"48.89502602383224,2.371699011130133",182 Rue d'Aubervilliers 75019 Paris,2275N1346240T,C,C,83.1,18.2,,2022-06-08
1268,"48.846810958508954,2.3807470098812527",47 Boulevard Diderot 75012 Paris,2180N0949552R,C,C,85.4,18.8,,2021-12-19
1269,"48.83834795814197,2.371533980234012",Rue Fulton 75013 Paris,2375N0343885R,B,B,25.8,7.2,chauffe-eau thermodynamique,2022-09-07
1270,"48.87379800707683,2.3594740283438753",10 Passage Dubail 75010 Paris,2475N4139101O,C,C,78.0,16.0,panneaux solaires photovoltaïques,2024-11-21
1271,"48.875269964692954,2.412533950131655",15 Rue des Frères Flavien 75020 Paris,2475N1160680X,A,A,48.6,1.5,Il existe plusieurs descriptifs ENR,2024-02-20
1272,"48.892618003061735,2.3738100191669687",4b Passage de Crimée 75019 Paris,2375N0677077T,B,B,57.0,8.0,,2023-02-21
1273,"48.89187096568627,2.369838056749515",Rue d'Aubervilliers 75019 Paris,2275N1192433C,A,A,18.4,1.3,Il existe plusieurs descriptifs ENR,2022-05-30
1274,"48.875528016770936,2.394047978343679",207 Rue de Belleville 75019 Paris,2475N0232672H,B,A,59.0,1.0,,2024-01-21
1275,"48.82716396478538,2.3795980616521337",61 Avenue de France 75013 Paris,2375N3205682U,B,B,52.8,8.6,réseau de chaleur ou de froid vertueux,2023-09-20
1276,"48.84296700742873,2.2812759918113614",31 Rue des Bergers 75015 Paris,2475N1348125I,B,A,67.0,4.0,,2024-04-09
1277,"48.88783098977528,2.3865770061142113",8 Rue des Ardennes 75019 Paris,2375N1958748U,C,C,65.5,13.8,Il existe plusieurs descriptifs ENR,2022-11-17
1278,"48.84995400321463,2.311448012963403",48 Avenue de Breteuil 75007 Paris,2175N0507819T,B,A,57.0,1.0,panneaux solaires thermiques,2021-10-03
1279,"48.8933119663373,2.315717957545147",188b Avenue de Clichy 75017 Paris,2475N2313403K,A,A,50.0,3.0,,2024-05-15
1280,"48.82754200129207,2.3792399441980243",71 Avenue de France 75013 Paris,2375N3284777X,B,B,56.2,9.3,réseau de chaleur ou de froid vertueux,2023-09-20
1281,"48.81720697470296,2.3591029571998248",8 Rue Germaine Krull 75013 Paris,2575N0146212Y,C,C,63.0,14.0,panneaux solaires photovoltaïques,2024-12-10
1282,"48.89535897420391,2.3585060634025963",59b Rue de la Chapelle 75018 Paris,2275N2041330Z,C,C,56.0,20.6,Il existe plusieurs descriptifs ENR,2022-09-07
1283,"48.87379800707683,2.3594740283438753",10 Passage Dubail 75010 Paris,2475N4139040F,C,C,83.0,17.0,panneaux solaires photovoltaïques,2024-11-21
1284,"48.87379800707683,2.3594740283438753",10 Passage Dubail 75010 Paris,2475N4139073M,C,C,77.0,15.0,panneaux solaires photovoltaïques,2024-11-21
1285,"48.840466972683664,2.295981932996569",Rue Lecourbe 75015 Paris,2277N1041978L,A,A,21.2,1.3,,2022-05-12
1286,"48.875528016770936,2.394047978343679",207 Rue de Belleville 75019 Paris,2475N0282446R,B,A,56.0,1.0,,2024-01-24
1287,"48.83834795814197,2.371533980234012",Rue Fulton 75013 Paris,2275N2158403U,B,B,25.2,6.8,,2022-09-07
1288,"48.87752798707485,2.4042870213107284",13 Passage des Mauxins 75019 Paris,2275N0456239Y,C,C,56.0,11.0,,2022-01-30
1289,"48.89678301934797,2.372899933316069",16 Voie Eu/19 75019 Paris,2275N1129543G,A,A,28.9,2.1,Il existe plusieurs descriptifs ENR,2022-05-22
1290,"48.88783098977528,2.3865770061142113",8 Rue des Ardennes 75019 Paris,2375N1958768O,C,C,61.6,12.8,Il existe plusieurs descriptifs ENR,2022-11-17
1291,"48.875331001376864,2.4125099473207445",17 Rue des Frères Flavien 75020 Paris,2475N1121671O,B,A,79.5,2.5,Il existe plusieurs descriptifs ENR,2024-02-20
1292,"48.86397602348154,2.365210039760931",64 Rue de Saintonge 75003 Paris,2275N2948801S,C,C,72.0,15.0,,2022-12-05
1293,"48.834807979938724,2.4050009870311877",105b Boulevard Poniatowski 75012 Paris,2175N0996266E,C,C,62.0,13.0,pompe à chaleur,2021-12-02
1294,"48.89428096187521,2.3581539525834145",Rue de la Chapelle 75018 Paris,2275N0380849I,B,A,81.0,3.0,,2022-02-23
1295,"48.81720697470296,2.3591029571998248",8 Rue Germaine Krull 75013 Paris,2575N0116771P,C,C,51.0,11.0,pompe à chaleur,2024-12-10
1296,"48.89484499463178,2.34364894149164",16 Rue Versigny 75018 Paris,2475N3244979G,C,A,61.0,4.0,chauffe-eau thermodynamique,2024-09-17
1297,"48.89187096568627,2.369838056749515",Rue d'Aubervilliers 75019 Paris,2275N1227471S,A,A,21.4,1.5,Il existe plusieurs descriptifs ENR,2022-06-02
1298,"48.89432196619741,2.31772997349172",31 Rue Boulay 75017 Paris,2475N2312727K,B,A,73.0,4.0,,2024-05-15
1299,"48.846810958508954,2.3807470098812527",47 Boulevard Diderot 75012 Paris,2180N0962090X,C,C,91.0,19.9,,2021-12-20
1300,"48.816886994730005,2.3589389686490447",16 Rue Germaine Krull 75013 Paris,2575N0137525V,A,A,33.0,2.0,pompe à chaleur,2024-12-09
1301,"48.82716396478538,2.3795980616521337",61 Avenue de France 75013 Paris,2375N3205638C,B,B,54.6,8.9,réseau de chaleur ou de froid vertueux,2023-09-20
1302,"48.88637301498167,2.3919029500247397",93 Rue Petit 75019 Paris,2275N2246035G,B,B,56.2,9.6,réseau de chaleur ou de froid vertueux,2022-09-28
1303,"48.87503796991122,2.4119910682573873",3 Rue Bessie Coleman 75020 Paris,2475N1013829U,A,A,56.0,2.3,Il existe plusieurs descriptifs ENR,2024-01-02
1304,"48.889800968199694,2.3473849679796475",8 Passage Ramey 75018 Paris,2475N2215301G,A,A,23.0,1.0,pompe à chaleur,2024-06-10
1305,"48.846810958508954,2.3807470098812527",47 Boulevard Diderot 75012 Paris,2180N0963443Y,C,C,91.1,20.0,,2021-12-20
1306,"48.88613797486515,2.3828069555163283",Avenue Jean Jaurès 75019 Paris,2175N0937481F,B,B,47.0,7.0,,2021-10-19
1307,"48.88727999240719,2.360808022045071",73 Rue Philippe de Girard 75018 Paris,2375N4176613H,C,C,53.1,11.5,,2023-12-04
1308,"48.8271690062542,2.3788539909118573",8 Rue Jeanne Chauvin 75013 Paris,2375N3285230I,B,B,55.8,9.1,réseau de chaleur ou de froid vertueux,2023-09-20
1309,"48.82854301667141,2.310733944724113",3 Rue Maria Helena Vieira Da Silva 75014 Paris,2275N2989270F,A,A,19.4,1.8,pompe à chaleur,2022-12-07
1310,"48.89187096568627,2.369838056749515",Rue d'Aubervilliers 75019 Paris,2275N1192461E,A,A,18.4,1.3,Il existe plusieurs descriptifs ENR,2022-05-30
1311,"48.82754200129207,2.3792399441980243",71 Avenue de France 75013 Paris,2375N3284979R,B,B,54.5,8.9,réseau de chaleur ou de froid vertueux,2023-09-20
1312,"48.88940299732564,2.3219860503476637",105 Avenue de Clichy 75017 Paris,2275N0196192D,C,C,56.0,12.0,,2022-01-31
1313,"48.83834795814197,2.371533980234012",Rue Fulton 75013 Paris,2275N2125143O,A,A,9.7,2.9,,2022-09-07
1314,"48.89246802951179,2.359600044683463",31 Rue de la Chapelle 75018 Paris,2375N3770276Y,C,A,65.0,4.0,pompe à chaleur,2023-10-15
1315,"48.81781404188524,2.3579600659633777",11 Rue Paul Bourget 75013 Paris,2375N2726968S,B,B,37.0,7.0,pompe à chaleur,2023-08-06
1316,"48.836651033793174,2.2930699414075817",37 Rue Saint-Lambert 75015 Paris,2175N0512329F,C,C,74.0,12.0,,2021-07-19
1317,"48.83834795814197,2.371533980234012",Rue Fulton 75013 Paris,2375N0344157D,B,B,23.5,6.4,chauffe-eau thermodynamique,2022-09-07
1318,"48.83893598306376,2.3207939487829155",11 Rue du Commandant René Mouchotte 75014 Paris,2375N4438020K,B,B,50.0,8.0,,2023-12-13
1319,"48.89187096568627,2.369838056749515",Rue d'Aubervilliers 75019 Paris,2275N1227976D,A,A,21.4,1.5,Il existe plusieurs descriptifs ENR,2022-06-02
1320,"48.88637301498167,2.3919029500247397",93 Rue Petit 75019 Paris,2275N2247210L,B,B,56.0,9.7,réseau de chaleur ou de froid vertueux,2022-09-28
1321,"48.82830995577718,2.37359597197319",8 Rue Leredde 75013 Paris,2275N0140009G,C,C,69.0,14.9,,2022-01-18
1322,"48.84995400321463,2.311448012963403",48 Avenue de Breteuil 75007 Paris,2175N0396093P,A,A,56.0,0.1,,2021-09-22
1323,"48.832777033969855,2.3472899519135115",45 Rue des Cordelières 75013 Paris,2475N2226355K,C,C,126.0,27.0,,2024-06-19
1324,"48.89237302794069,2.3526859979856845",1 Allée d'Andrézieux 75018 Paris,2475N3222471O,B,A,51.4,3.6,Il existe plusieurs descriptifs ENR,2024-08-28
1325,"48.89858400408262,2.3545200491784364",Boulevard Ney 75018 Paris,2375N3454918U,B,B,65.0,10.0,,2021-09-06
1326,"48.8933119663373,2.315717957545147",188b Avenue de Clichy 75017 Paris,2475N2328261W,A,A,53.0,3.0,,2024-05-15
1327,"48.83111701786987,2.3294309826496624",42 Avenue du Général Leclerc 75014 Paris,2275N1464510P,C,C,63.2,13.7,panneaux solaires thermiques,2022-06-27
1328,"48.87021303208189,2.4042760664362475",30 Rue du Groupe Manouchian 75020 Paris,2275N3219437U,C,C,67.6,14.5,,2022-09-21
1329,"48.890493956627765,2.360227949980703",4 Rue de la Chapelle 75018 Paris,2475N3709586T,A,A,34.3,4.0,Il existe plusieurs descriptifs ENR,2024-10-21
1330,"48.82716396478538,2.3795980616521337",61 Avenue de France 75013 Paris,2375N3205756Q,B,B,61.6,10.1,réseau de chaleur ou de froid vertueux,2023-09-20
1331,"48.83834795814197,2.371533980234012",Rue Fulton 75013 Paris,2375N0343904K,B,B,33.2,10.2,chauffe-eau thermodynamique,2022-09-07
1332,"48.86140197674193,2.3862899490488356",5 Rue René Villermé 75011 Paris,2291N2458801E,B,A,46.2,3.2,,2022-05-10
1333,"48.82583401702859,2.3831709354791166",46 Rue Jean-Baptiste Berlier 75013 Paris,2375N1501240I,B,A,66.0,4.0,réseau de chaleur ou de froid vertueux,2023-05-03
1334,"48.83834795814197,2.371533980234012",Rue Fulton 75013 Paris,2375N0344501J,B,B,25.4,7.4,chauffe-eau thermodynamique,2022-09-07
1335,"48.85609296985318,2.395124051227484",140 Boulevard de Charonne 75020 Paris,2375N2136308A,B,B,46.3,8.6,Il existe plusieurs descriptifs ENR,2023-06-25
1336,"48.88613797486515,2.3828069555163283",Avenue Jean Jaurès 75019 Paris,2175N0936898U,B,B,58.0,9.0,,2021-10-19
1337,"48.83834795814197,2.371533980234012",Rue Fulton 75013 Paris,2275N2136167O,C,C,39.3,12.4,,2022-09-07
1338,"48.870989976761315,2.392965003066906",331 Rue des Pyrénées 75020 Paris,2475N3324129M,C,C,82.2,17.8,,2024-09-11
1339,"48.870989976761315,2.392965003066906",331 Rue des Pyrénées 75020 Paris,2475N3324085U,C,C,64.1,13.9,,2024-09-11
1340,"48.83834795814197,2.371533980234012",Rue Fulton 75013 Paris,2375N0344598C,B,B,34.6,10.7,chauffe-eau thermodynamique,2022-09-07
1341,"48.89535897420391,2.3585060634025963",59b Rue de la Chapelle 75018 Paris,2275N2041453S,C,C,53.5,19.7,,2022-09-07
1342,"48.82754200129207,2.3792399441980243",71 Avenue de France 75013 Paris,2375N3284870M,B,B,54.7,9.0,réseau de chaleur ou de froid vertueux,2023-09-20
1343,"48.864088966591844,2.349580010173014",17 Rue de Turbigo 75002 Paris,2275N1586309E,B,A,41.0,3.0,,2022-06-13
1344,"48.833425008870904,2.363607939361549",Rue Jeanne dâ€™Arc 75013 Paris,2175N0878341P,A,A,51.0,0.1,,2021-10-19
1345,"48.81720697470296,2.3591029571998248",8 Rue Germaine Krull 75013 Paris,2575N0130723F,C,C,55.0,12.0,,2024-12-10
1346,"48.816886994730005,2.3589389686490447",16 Rue Germaine Krull 75013 Paris,2575N0114467Z,A,A,33.0,2.0,pompe à chaleur,2024-12-09
1347,"48.87117204390332,2.392724984204714",335 Rue des Pyrénées 75020 Paris,2475N1835206F,B,B,44.0,7.0,pompe à chaleur,2023-12-04
1348,"48.81720697470296,2.3591029571998248",8 Rue Germaine Krull 75013 Paris,2575N0146153R,C,C,64.0,14.0,panneaux solaires photovoltaïques,2024-12-10
1349,"48.82716396478538,2.3795980616521337",61 Avenue de France 75013 Paris,2375N3205656U,B,B,54.6,8.9,réseau de chaleur ou de froid vertueux,2023-09-20
1350,"48.88637301498167,2.3919029500247397",93 Rue Petit 75019 Paris,2275N2246978N,B,B,56.0,9.7,réseau de chaleur ou de froid vertueux,2022-09-28
1351,"48.89428096187521,2.3581539525834145",Rue de la Chapelle 75018 Paris,2275N0380807S,B,A,79.0,3.0,,2022-02-23
1352,"48.836651033793174,2.2930699414075817",37 Rue Saint-Lambert 75015 Paris,2175N0503825D,C,C,74.0,12.0,,2021-07-19
1353,"48.83834795814197,2.371533980234012",Rue Fulton 75013 Paris,2275N2158610T,B,B,30.0,7.9,,2022-09-07
1354,"48.816886994730005,2.3589389686490447",16 Rue Germaine Krull 75013 Paris,2575N0114349L,A,A,33.0,2.0,pompe à chaleur,2024-12-09
1355,"48.89187096568627,2.369838056749515",Rue d'Aubervilliers 75019 Paris,2275N1192231I,A,A,17.6,1.2,pompe à chaleur,2022-05-30
1356,"48.83834795814197,2.371533980234012",Rue Fulton 75013 Paris,2275N2136273Q,B,B,31.3,9.3,,2022-09-07
1357,"48.83893598306376,2.3207939487829155",11 Rue du Commandant René Mouchotte 75014 Paris,2375N4438066E,B,B,60.0,10.0,,2023-12-13
1358,"48.83111701786987,2.3294309826496624",42 Avenue du Général Leclerc 75014 Paris,2275N1464548B,E,C,121.4,11.1,panneaux solaires thermiques,2022-06-27
1359,"48.895067036589474,2.3375080036996607",122 Rue Damrémont 75018 Paris,2275N0166092L,C,C,58.8,12.9,panneaux solaires photovoltaïques,2022-01-19
1360,"48.81720697470296,2.3591029571998248",8 Rue Germaine Krull 75013 Paris,2575N0146163B,C,C,55.0,12.0,panneaux solaires photovoltaïques,2024-12-10
1361,"48.875420007690586,2.412486037976819",19 Rue des Frères Flavien 75020 Paris,2275N3239733K,B,A,67.3,2.1,Il existe plusieurs descriptifs ENR,2022-10-25
1362,"48.8933119663373,2.315717957545147",188b Avenue de Clichy 75017 Paris,2475N2328279O,A,A,54.0,3.0,,2024-05-15
1363,"48.88798101051255,2.390665936003547",186 Avenue Jean Jaurès 75019 Paris,2175N0866476G,B,A,72.0,0.1,,2021-10-19
1364,"48.82754200129207,2.3792399441980243",71 Avenue de France 75013 Paris,2375N3284875R,C,C,85.9,14.4,réseau de chaleur ou de froid vertueux,2023-09-20
1365,"48.87021303208189,2.4042760664362475",30 Rue du Groupe Manouchian 75020 Paris,2275N3219440X,C,C,81.8,17.7,,2022-09-21
1366,"48.875269964692954,2.412533950131655",15 Rue des Frères Flavien 75020 Paris,2475N1121663G,B,A,71.9,2.2,Il existe plusieurs descriptifs ENR,2024-02-20
1367,"48.89858400408262,2.3545200491784364",Boulevard Ney 75018 Paris,2375N3454732Q,B,B,52.0,8.0,,2021-09-06
1368,"48.83834795814197,2.371533980234012",Rue Fulton 75013 Paris,2275N2125551G,A,A,11.7,3.6,,2022-09-07
1369,"48.89187096568627,2.369838056749515",Rue d'Aubervilliers 75019 Paris,2275N1227868Z,A,A,21.4,1.5,Il existe plusieurs descriptifs ENR,2022-06-02
1370,"48.84643202413541,2.405943002097207",81 Avenue du Docteur Arnold Netter 75012 Paris,2375N4121264M,B,B,53.1,8.7,réseau de chaleur ou de froid vertueux,2023-11-20
1371,"48.88637301498167,2.3919029500247397",93 Rue Petit 75019 Paris,2275N2247249Y,B,B,56.0,9.7,réseau de chaleur ou de froid vertueux,2022-09-28
1372,"48.84272899031486,2.2603320478138773",69 Boulevard Exelmans 75016 Paris,2275N2488377C,C,C,66.9,14.1,pompe à chaleur,2022-10-12
1373,"48.89093695608735,2.3274999681367423",21 Rue Etex 75018 Paris,2175N0607161P,B,B,47.2,10.3,,2021-10-21
1374,"48.87723102638617,2.326822046984802",17 Rue d'Amsterdam 75008 Paris,2275N2543732D,C,C,44.5,14.6,chauffe-eau thermodynamique,2022-10-02
1375,"48.84995400321463,2.311448012963403",48 Avenue de Breteuil 75007 Paris,2175N0396077Z,A,A,53.0,0.1,,2021-09-22
1376,"48.837711963966576,2.2864859709866305",305 Rue Lecourbe 75015 Paris,2475N4532682H,B,B,42.0,8.6,,2024-12-19
1377,"48.875420007690586,2.412486037976819",19 Rue des Frères Flavien 75020 Paris,2475N1855487G,A,A,57.4,1.8,Il existe plusieurs descriptifs ENR,2024-02-20
1378,"48.84773299595253,2.2968450263111118",Rue Letellier 75015 Paris,2175N0930577R,C,C,60.2,13.1,,2021-12-13
1379,"48.89678301934797,2.372899933316069",16 Voie Eu/19 75019 Paris,2275N1128884X,A,A,28.9,2.1,Il existe plusieurs descriptifs ENR,2022-05-22
1380,"48.87221696206704,2.3905800013095666",58 Rue des Cascades 75020 Paris,2375N1449529L,C,C,62.0,13.0,,2023-04-24
1381,"48.83234801031167,2.3530959862759246",Rue Abel Hovelacque 75013 Paris,2275N0853122R,C,B,108.0,8.4,,2022-02-10
1382,"48.82741701985551,2.3308979564080134",7 Rue Couche 75014 Paris,2275N1071736X,C,C,59.0,12.0,,2022-04-13
1383,"48.825855989705424,2.352999054962969",175b Rue de Tolbiac 75013 Paris,2275N2622794Z,C,C,60.0,12.0,pompe à chaleur,2022-10-17
1384,"48.892618003061735,2.3738100191669687",4b Passage de Crimée 75019 Paris,2375N0678288I,B,B,58.0,9.0,,2023-02-21
1385,"48.83932598226895,2.3185700610026854",Allée de la Deuxième D.b. 75014 Paris,2175N0521215Z,C,C,81.0,17.0,,2021-10-11
1386,"48.836651033793174,2.2930699414075817",37 Rue Saint-Lambert 75015 Paris,2175N0512315R,B,B,59.0,9.0,,2021-07-19
1387,"48.88156501130075,2.3660130118381213",206 Rue la Fayette 75010 Paris,2475N3616010R,B,B,55.2,8.0,Il existe plusieurs descriptifs ENR,2024-09-23
1388,"48.816886994730005,2.3589389686490447",16 Rue Germaine Krull 75013 Paris,2575N0114396G,A,A,32.0,2.0,pompe à chaleur,2024-12-09
1389,"48.89535897420391,2.3585060634025963",59b Rue de la Chapelle 75018 Paris,2275N2041383A,C,C,53.5,19.7,,2022-09-07
1390,"48.82716396478538,2.3795980616521337",61 Avenue de France 75013 Paris,2375N3205400Y,B,B,56.2,9.3,réseau de chaleur ou de froid vertueux,2023-09-20
1391,"48.83834795814197,2.371533980234012",Rue Fulton 75013 Paris,2275N2136542Z,B,B,23.9,6.3,,2022-09-07
1392,"48.84995400321463,2.311448012963403",48 Avenue de Breteuil 75007 Paris,2175N0396091N,A,A,55.0,0.1,,2021-09-22
1393,"48.87512100914614,2.2869370329612626",Rue du Bois de Boulogne 75016 Paris,2392N3608771W,C,C,63.6,14.0,,2023-07-23
1394,"48.89678301934797,2.372899933316069",16 Voie Eu/19 75019 Paris,2275N1129410D,A,A,28.9,2.1,Il existe plusieurs descriptifs ENR,2022-05-22
1395,"48.81777103344485,2.3577390118601893",Rue Paul Bourget 75013 Paris,2475N2306741E,D,D,164.0,37.0,cogénération,2024-06-23
1396,"48.84995400321463,2.311448012963403",48 Avenue de Breteuil 75007 Paris,2175N0396185D,A,A,58.0,0.1,,2021-09-22
1397,"48.84296700742873,2.2812759918113614",31 Rue des Bergers 75015 Paris,2475N1348149G,B,A,83.0,5.0,,2024-04-09
1398,"48.8288420211913,2.366186958718307",126 Rue du Château des Rentiers 75013 Paris,2375N3323997J,C,C,76.2,28.2,,2023-09-26
1399,"48.87854000714144,2.400396973926357",40 Rue des Bois 75019 Paris,2375N1233823B,C,C,105.6,23.2,,2023-04-05
1400,"48.87021303208189,2.4042760664362475",30 Rue du Groupe Manouchian 75020 Paris,2275N3219407Q,C,C,63.2,13.5,,2022-09-21
1401,"48.89428096187521,2.3581539525834145",Rue de la Chapelle 75018 Paris,2275N0380757U,B,A,69.0,2.0,,2022-02-23
1402,"48.87246395650188,2.391029059009897",357 Rue des Pyrénées 75020 Paris,2475N0909666N,B,A,53.0,4.0,,2024-03-10
1403,"48.8336770126128,2.4022919710703787",73 Boulevard Poniatowski 75012 Paris,2475N0194128V,A,A,38.2,5.6,pompe à chaleur,2024-01-09
1404,"48.87221696206704,2.3905800013095666",58 Rue des Cascades 75020 Paris,2375N1479371F,C,C,62.0,13.0,,2023-04-24
1405,"48.854389028559616,2.381796034689783",8 Rue Godefroy Cavaignac 75011 Paris,2275N1299770L,C,C,57.0,12.0,,2022-06-12
1406,"48.81720697470296,2.3591029571998248",8 Rue Germaine Krull 75013 Paris,2575N0116671T,C,C,63.0,13.0,pompe à chaleur,2024-12-10
1407,"48.87061197357678,2.300657045393696",45 Avenue George V 75008 Paris,2259N0468535G,B,B,47.0,8.9,,2022-02-08
1408,"48.816886994730005,2.3589389686490447",16 Rue Germaine Krull 75013 Paris,2575N0114327P,A,A,33.0,2.0,pompe à chaleur,2024-12-09
1409,"48.89502602383224,2.371699011130133",182 Rue d'Aubervilliers 75019 Paris,2275N1347457O,C,C,104.3,23.0,,2022-06-08
1410,"48.87379800707683,2.3594740283438753",10 Passage Dubail 75010 Paris,2475N4139091E,C,C,83.0,17.0,panneaux solaires photovoltaïques,2024-11-21
1411,"48.88783098977528,2.3865770061142113",8 Rue des Ardennes 75019 Paris,2375N1958775V,C,C,69.4,14.5,Il existe plusieurs descriptifs ENR,2022-11-17
1412,"48.88613797486515,2.3828069555163283",Avenue Jean Jaurès 75019 Paris,2175N0936886I,B,B,51.0,8.0,,2021-10-19
1413,"48.82716396478538,2.3795980616521337",61 Avenue de France 75013 Paris,2375N3205465L,C,C,71.8,11.9,réseau de chaleur ou de froid vertueux,2023-09-20
1414,"48.87584200882754,2.354916972607389",6 Square Alban Satragne 75010 Paris,2475N4359204B,B,A,48.0,3.8,Il existe plusieurs descriptifs ENR,2024-11-18
1415,"48.8500410141117,2.2917190373713154",12 Rue de Lourmel 75015 Paris,2375N0902051P,B,A,46.5,3.3,Il existe plusieurs descriptifs ENR,2023-03-14
1416,"48.88725301295351,2.3598990164787814",40 Rue Marx Dormoy 75018 Paris,2375N1756728U,B,B,34.2,6.3,,2023-04-16
